Province,Year,x,z,_ID
广东省,2011,0.7767,Eastern,279
天津市,2017,0.7768,Eastern,75
广东省,2008,0.7769,Eastern,152
辽宁省,2014,0.7776,Eastern,246
湖北省,2005,0.7777,Central,282
浙江省,2009,0.7779,Eastern,183
吉林省,2011,0.7779,Central,273
河南省,2011,0.7781,Central,57
浙江省,2011,0.7781,Eastern,213
安徽省,2019,0.7781,Central,220
浙江省,2017,0.7782,Eastern,219
山东省,2006,0.7788,Eastern,115
上海市,2011,0.7789,Eastern,6
吉林省,2016,0.779,Central,245
内蒙古自治区,2015,0.7791,Central,99
四川省,2018,0.7792,Western,42
山东省,2019,0.7795,Eastern,227
湖北省,2013,0.7796,Central,282
安徽省,2010,0.7799,Central,188
江西省,2011,0.78,Central,292
江苏省,2006,0.7801,Eastern,272
安徽省,2010,0.7801,Central,82
河北省,2015,0.7805,Eastern,64
浙江省,2017,0.7806,Eastern,81
黑龙江省,2012,0.7807,Central,197
湖南省,2006,0.7808,Central,258
湖南省,2008,0.7808,Central,112
甘肃省,2010,0.7808,Western,261
福建省,2014,0.7808,Eastern,298
甘肃省,2009,0.781,Western,261
宁夏回族自治区,2014,0.781,Western,209
辽宁省,2018,0.7812,Eastern,15
广东省,2006,0.7818,Eastern,162
浙江省,2017,0.7818,Eastern,16
四川省,2009,0.7822,Western,105
内蒙古自治区,2013,0.7825,Central,37
安徽省,2011,0.7827,Central,220
广东省,2013,0.7827,Eastern,217
吉林省,2018,0.7829,Central,69
四川省,2009,0.783,Western,242
内蒙古自治区,2014,0.783,Central,37
河南省,2010,0.7834,Central,57
山东省,2015,0.7834,Eastern,77
福建省,2014,0.7835,Eastern,211
安徽省,2019,0.7838,Central,163
山西省,2017,0.784,Central,55
江西省,2018,0.7849,Central,129
河北省,2019,0.7854,Eastern,165
浙江省,2006,0.7857,Eastern,219
湖北省,2016,0.7857,Central,282
内蒙古自治区,2010,0.7858,Central,58
山东省,2019,0.7861,Eastern,9
湖北省,2014,0.7862,Central,156
山东省,2014,0.7862,Eastern,216
广东省,2007,0.7863,Eastern,126
辽宁省,2011,0.7866,Eastern,73
江苏省,2014,0.7866,Eastern,221
广东省,2015,0.7868,Eastern,279
湖南省,2007,0.787,Central,112
广东省,2016,0.787,Eastern,26
安徽省,2017,0.7875,Central,188
四川省,2015,0.788,Western,36
湖南省,2010,0.7882,Central,112
江苏省,2016,0.7882,Eastern,41
浙江省,2009,0.7888,Eastern,16
广西壮族自治区,2014,0.7888,Eastern,151
广东省,2007,0.7892,Eastern,187
山东省,2012,0.7892,Eastern,173
湖南省,2013,0.7893,Central,95
山东省,2010,0.7894,Eastern,169
安徽省,2009,0.79,Central,33
江苏省,2010,0.7901,Eastern,272
辽宁省,2006,0.7909,Eastern,164
江西省,2015,0.7909,Central,129
内蒙古自治区,2016,0.7914,Central,251
上海市,2008,0.7915,Eastern,6
天津市,2009,0.7915,Eastern,75
广东省,2006,0.7919,Eastern,187
江苏省,2011,0.7919,Eastern,93
广东省,2009,0.7921,Eastern,279
江西省,2012,0.7923,Central,89
陕西省,2019,0.7924,Western,159
陕西省,2008,0.7928,Western,154
福建省,2016,0.7928,Eastern,191
云南省,2009,0.7931,Western,199
内蒙古自治区,2018,0.7932,Central,18
内蒙古自治区,2011,0.7933,Central,251
江苏省,2007,0.7935,Eastern,100
湖南省,2007,0.7937,Central,258
江西省,2014,0.7937,Central,129
湖南省,2013,0.7938,Central,158
湖南省,2018,0.7938,Central,118
吉林省,2009,0.7939,Central,273
福建省,2018,0.7939,Eastern,168
江苏省,2009,0.794,Eastern,93
广东省,2013,0.794,Eastern,126
山东省,2013,0.7945,Eastern,173
四川省,2007,0.7952,Western,42
山东省,2007,0.7956,Eastern,115
辽宁省,2015,0.7956,Eastern,229
湖南省,2014,0.7959,Central,258
云南省,2016,0.7962,Western,17
广东省,2019,0.7962,Eastern,160
内蒙古自治区,2013,0.7964,Central,58
辽宁省,2010,0.7966,Eastern,285
山东省,2016,0.7966,Eastern,195
四川省,2013,0.7968,Western,98
辽宁省,2006,0.7969,Eastern,285
江苏省,2009,0.7969,Eastern,121
四川省,2012,0.7969,Western,127
浙江省,2016,0.7978,Eastern,81
福建省,2012,0.7986,Eastern,168
江苏省,2019,0.7987,Eastern,249
山西省,2017,0.7989,Central,141
辽宁省,2016,0.799,Eastern,229
河南省,2007,0.7994,Central,57
安徽省,2014,0.7996,Central,33
河北省,2005,0.7997,Eastern,108
湖南省,2006,0.7999,Central,112
广东省,2017,0.8001,Eastern,222
湖南省,2014,0.8005,Central,95
浙江省,2007,0.801,Eastern,213
河南省,2011,0.801,Central,238
江苏省,2007,0.8011,Eastern,46
浙江省,2013,0.8011,Eastern,219
安徽省,2012,0.8014,Central,188
内蒙古自治区,2017,0.8014,Central,18
湖北省,2018,0.8018,Central,156
河南省,2019,0.802,Central,110
广东省,2010,0.8029,Eastern,279
湖南省,2005,0.803,Central,274
河北省,2018,0.803,Eastern,165
广东省,2007,0.8036,Eastern,279
江西省,2013,0.8039,Central,292
四川省,2014,0.804,Western,104
吉林省,2013,0.8041,Central,201
山东省,2006,0.8042,Eastern,284
辽宁省,2017,0.8047,Eastern,271
辽宁省,2007,0.8048,Eastern,73
福建省,2014,0.8049,Eastern,80
山东省,2005,0.8052,Eastern,195
江苏省,2005,0.8054,Eastern,206
四川省,2008,0.8057,Western,116
山东省,2011,0.8058,Eastern,195
江苏省,2006,0.8062,Eastern,46
四川省,2013,0.8065,Western,218
辽宁省,2017,0.8069,Eastern,124
云南省,2011,0.8072,Western,199
上海市,2007,0.8074,Eastern,6
山东省,2016,0.8075,Eastern,9
四川省,2013,0.8079,Western,105
广西壮族自治区,2018,0.8083,Eastern,278
福建省,2016,0.8085,Eastern,3
福建省,2015,0.8088,Eastern,44
安徽省,2014,0.809,Central,24
黑龙江省,2017,0.8092,Central,72
湖南省,2015,0.8093,Central,258
江苏省,2016,0.8094,Eastern,221
内蒙古自治区,2012,0.8097,Central,58
安徽省,2005,0.8098,Central,91
湖北省,2015,0.8101,Central,156
江西省,2009,0.8102,Central,292
安徽省,2013,0.8104,Central,24
云南省,2012,0.8105,Western,199
河北省,2013,0.8108,Eastern,64
安徽省,2011,0.8109,Central,188
山东省,2015,0.8109,Eastern,173
浙江省,2005,0.8112,Eastern,16
浙江省,2005,0.8114,Eastern,213
贵州省,2018,0.8117,Western,253
内蒙古自治区,2017,0.8121,Central,99
辽宁省,2008,0.8122,Eastern,73
黑龙江省,2012,0.8125,Central,27
黑龙江省,2018,0.8128,Central,27
广东省,2015,0.8129,Eastern,26
福建省,2014,0.8131,Eastern,44
江西省,2012,0.8134,Central,292
广东省,2008,0.8135,Eastern,187
江西省,2006,0.8138,Central,89
安徽省,2012,0.8139,Central,24
四川省,2006,0.8143,Western,242
内蒙古自治区,2010,0.8143,Central,37
四川省,2018,0.8144,Western,116
浙江省,2011,0.8145,Eastern,50
四川省,2018,0.8147,Western,36
福建省,2015,0.8155,Eastern,168
湖北省,2014,0.8156,Central,282
浙江省,2008,0.8167,Eastern,16
内蒙古自治区,2015,0.8167,Central,251
云南省,2014,0.8172,Western,199
四川省,2010,0.818,Western,105
浙江省,2019,0.8181,Eastern,219
江苏省,2007,0.8183,Eastern,121
山东省,2017,0.8186,Eastern,195
山东省,2006,0.8187,Eastern,195
辽宁省,2007,0.8188,Eastern,164
四川省,2013,0.819,Western,116
四川省,2008,0.8191,Western,242
广东省,2013,0.8193,Eastern,8
四川省,2010,0.8194,Western,242
广东省,2011,0.8195,Eastern,161
黑龙江省,2011,0.8196,Central,27
内蒙古自治区,2010,0.82,Central,251
山东省,2012,0.82,Eastern,77
天津市,2015,0.8202,Eastern,75
安徽省,2006,0.8204,Central,294
山东省,2007,0.8207,Eastern,195
湖北省,2012,0.8211,Central,282
黑龙江省,2016,0.8212,Central,25
河南省,2014,0.8222,Central,57
湖南省,2016,0.8222,Central,118
江苏省,2019,0.8222,Eastern,180
浙江省,2019,0.8231,Eastern,16
山东省,2014,0.8242,Eastern,173
吉林省,2015,0.8245,Central,273
上海市,2006,0.8246,Eastern,6
山东省,2009,0.8251,Eastern,9
广东省,2009,0.8255,Eastern,187
山东省,2012,0.8256,Eastern,195
贵州省,2007,0.8259,Western,85
湖南省,2017,0.826,Central,158
山东省,2010,0.8263,Eastern,9
四川省,2016,0.827,Western,105
云南省,2010,0.8273,Western,199
湖北省,2016,0.8275,Central,156
辽宁省,2019,0.8275,Eastern,229
山东省,2011,0.8279,Eastern,77
江苏省,2008,0.8283,Eastern,100
广东省,2008,0.8284,Eastern,279
天津市,2016,0.8286,Eastern,75
四川省,2015,0.8287,Western,120
江苏省,2014,0.8289,Eastern,206
陕西省,2019,0.8294,Western,109
黑龙江省,2005,0.8296,Central,289
内蒙古自治区,2017,0.8296,Central,37
浙江省,2005,0.8297,Eastern,145
陕西省,2015,0.8297,Western,159
浙江省,2016,0.8298,Eastern,16
山东省,2014,0.8302,Eastern,227
福建省,2018,0.8304,Eastern,80
广西壮族自治区,2015,0.8305,Eastern,153
辽宁省,2012,0.8308,Eastern,73
山东省,2007,0.8309,Eastern,216
江苏省,2010,0.831,Eastern,93
黑龙江省,2008,0.8315,Central,72
内蒙古自治区,2008,0.8315,Central,37
四川省,2007,0.8322,Western,242
福建省,2007,0.8324,Eastern,168
浙江省,2016,0.8324,Eastern,263
江西省,2014,0.8326,Central,292
吉林省,2011,0.8327,Central,245
江苏省,2018,0.8331,Eastern,114
广东省,2014,0.8336,Eastern,217
云南省,2008,0.8337,Western,199
广东省,2005,0.834,Eastern,161
宁夏回族自治区,2007,0.834,Western,56
四川省,2009,0.8342,Western,42
安徽省,2010,0.8342,Central,51
安徽省,2010,0.8344,Central,294
山东省,2018,0.8344,Eastern,195
湖南省,2014,0.8347,Central,118
福建省,2016,0.8348,Eastern,168
安徽省,2009,0.8349,Central,91
山东省,2014,0.8351,Eastern,192
四川省,2014,0.8355,Western,116
山东省,2007,0.8358,Eastern,284
吉林省,2012,0.8359,Central,245
湖南省,2019,0.8364,Central,95
四川省,2015,0.8369,Western,208
浙江省,2017,0.8369,Eastern,213
江苏省,2005,0.837,Eastern,170
湖北省,2019,0.8372,Central,60
辽宁省,2017,0.8373,Eastern,229
海南省,2013,0.8377,Eastern,176
广西壮族自治区,2013,0.838,Eastern,39
辽宁省,2012,0.8392,Eastern,164
湖南省,2018,0.8393,Central,95
广东省,2019,0.8396,Eastern,26
安徽省,2007,0.8397,Central,51
上海市,2014,0.8398,Eastern,6
山东省,2015,0.8398,Eastern,227
河北省,2011,0.8402,Eastern,165
江苏省,2017,0.8403,Eastern,41
广西壮族自治区,2015,0.8411,Eastern,39
江苏省,2007,0.8412,Eastern,206
四川省,2016,0.8418,Western,116
江苏省,2019,0.8419,Eastern,41
黑龙江省,2007,0.8425,Central,72
云南省,2007,0.8425,Western,199
广东省,2006,0.8426,Eastern,126
湖北省,2011,0.8426,Central,282
甘肃省,2006,0.8427,Western,281
江苏省,2013,0.8429,Eastern,206
湖南省,2006,0.843,Central,95
贵州省,2019,0.8441,Western,253
河南省,2013,0.8442,Central,57
山东省,2014,0.8442,Eastern,195
河南省,2012,0.8452,Central,238
新疆维吾尔自治区,2006,0.8463,Western,32
河南省,2007,0.8464,Central,238
广东省,2010,0.8464,Eastern,126
广东省,2010,0.8466,Eastern,187
甘肃省,2009,0.8467,Western,68
辽宁省,2007,0.8471,Eastern,285
辽宁省,2017,0.8473,Eastern,230
安徽省,2009,0.8474,Central,294
广东省,2013,0.8474,Eastern,26
新疆维吾尔自治区,2013,0.8475,Western,32
内蒙古自治区,2017,0.8478,Central,251
浙江省,2006,0.8479,Eastern,213
安徽省,2015,0.848,Central,91
黑龙江省,2006,0.8484,Central,27
浙江省,2015,0.8484,Eastern,263
江苏省,2009,0.8487,Eastern,170
山东省,2015,0.8488,Eastern,192
湖南省,2016,0.8489,Central,95
辽宁省,2010,0.8494,Eastern,164
云南省,2009,0.8498,Western,14
福建省,2019,0.8502,Eastern,298
四川省,2016,0.8505,Western,242
湖南省,2017,0.8507,Central,118
广东省,2014,0.8522,Eastern,152
新疆维吾尔自治区,2008,0.8523,Western,32
辽宁省,2011,0.8529,Eastern,164
黑龙江省,2013,0.8536,Central,27
辽宁省,2008,0.8537,Eastern,164
四川省,2010,0.8537,Western,42
内蒙古自治区,2015,0.8538,Central,58
福建省,2017,0.854,Eastern,168
吉林省,2015,0.8546,Central,69
安徽省,2014,0.8549,Central,91
广东省,2017,0.855,Eastern,279
安徽省,2007,0.8554,Central,91
江西省,2012,0.8554,Central,7
浙江省,2009,0.8555,Eastern,50
广东省,2009,0.8556,Eastern,11
江苏省,2008,0.8558,Eastern,170
上海市,2009,0.856,Eastern,6
四川省,2017,0.8563,Western,116
浙江省,2007,0.8564,Eastern,16
辽宁省,2009,0.8565,Eastern,73
湖南省,2017,0.8568,Central,95
河北省,2007,0.8569,Eastern,108
浙江省,2019,0.8571,Eastern,81
四川省,2012,0.8572,Western,116
四川省,2015,0.8573,Western,116
山东省,2017,0.8573,Eastern,192
陕西省,2009,0.8574,Western,154
黑龙江省,2015,0.8576,Central,27
河北省,2017,0.8576,Eastern,64
广西壮族自治区,2013,0.8577,Eastern,239
福建省,2019,0.8577,Eastern,44
安徽省,2015,0.8578,Central,188
广东省,2019,0.8581,Eastern,279
陕西省,2013,0.8582,Western,159
北京市,2005,0.8584,Eastern,38
黑龙江省,2016,0.8584,Central,27
黑龙江省,2007,0.8592,Central,63
四川省,2008,0.8594,Western,105
山东省,2013,0.8594,Eastern,195
吉林省,2016,0.8596,Central,273
四川省,2006,0.8598,Western,218
湖南省,2010,0.8598,Central,101
广东省,2014,0.86,Eastern,187
内蒙古自治区,2015,0.8605,Central,37
山东省,2016,0.8605,Eastern,189
吉林省,2017,0.8606,Central,146
江苏省,2012,0.861,Eastern,121
黑龙江省,2014,0.8617,Central,27
河北省,2017,0.8619,Eastern,232
湖南省,2018,0.8626,Central,101
吉林省,2014,0.8629,Central,146
福建省,2009,0.863,Eastern,168
江苏省,2016,0.8631,Eastern,272
内蒙古自治区,2016,0.8633,Central,99
广东省,2012,0.8638,Eastern,217
四川省,2019,0.8639,Western,36
内蒙古自治区,2016,0.8641,Central,18
浙江省,2010,0.8644,Eastern,16
上海市,2015,0.8645,Eastern,6
江苏省,2006,0.8648,Eastern,206
陕西省,2012,0.865,Western,83
江苏省,2008,0.8653,Eastern,46
四川省,2016,0.8654,Western,127
江苏省,2006,0.8655,Eastern,121
浙江省,2012,0.8655,Eastern,16
山西省,2013,0.8655,Central,141
黑龙江省,2013,0.8656,Central,297
四川省,2005,0.8658,Western,116
江苏省,2013,0.8664,Eastern,221
内蒙古自治区,2009,0.8665,Central,37
湖南省,2015,0.8667,Central,95
江苏省,2009,0.8669,Eastern,100
广东省,2016,0.8669,Eastern,279
广东省,2014,0.8676,Eastern,161
山东省,2008,0.8677,Eastern,216
江苏省,2009,0.8679,Eastern,46
陕西省,2019,0.868,Western,61
内蒙古自治区,2016,0.8683,Central,58
湖南省,2011,0.8684,Central,118
广东省,2013,0.8687,Eastern,193
福建省,2012,0.8688,Eastern,191
吉林省,2015,0.8692,Central,146
黑龙江省,2013,0.8695,Central,197
广东省,2016,0.8699,Eastern,222
四川省,2011,0.8707,Western,218
湖北省,2017,0.8709,Central,156
浙江省,2010,0.8711,Eastern,50
陕西省,2017,0.8714,Western,61
陕西省,2009,0.8715,Western,109
浙江省,2008,0.8716,Eastern,50
陕西省,2012,0.8723,Western,109
广东省,2008,0.8728,Eastern,11
江苏省,2008,0.873,Eastern,206
四川省,2016,0.8741,Western,36
福建省,2013,0.8742,Eastern,168
广西壮族自治区,2015,0.8743,Eastern,96
山东省,2015,0.8744,Eastern,195
陕西省,2012,0.8756,Western,66
山东省,2008,0.8757,Eastern,284
甘肃省,2011,0.8759,Western,113
湖南省,2011,0.8766,Central,112
江苏省,2017,0.8768,Eastern,114
山东省,2010,0.877,Eastern,195
陕西省,2007,0.8773,Western,154
广西壮族自治区,2013,0.8774,Eastern,153
安徽省,2009,0.8777,Central,24
广东省,2007,0.8778,Eastern,11
黑龙江省,2006,0.8782,Central,296
江苏省,2013,0.8787,Eastern,272
四川省,2014,0.8792,Western,120
山东省,2013,0.8799,Eastern,227
内蒙古自治区,2017,0.8799,Central,59
河北省,2008,0.88,Eastern,108
山东省,2019,0.8802,Eastern,195
广东省,2012,0.881,Eastern,161
广东省,2006,0.8813,Eastern,279
河南省,2012,0.8816,Central,57
广西壮族自治区,2014,0.8824,Eastern,39
黑龙江省,2014,0.883,Central,297
甘肃省,2005,0.8831,Western,281
福建省,2006,0.8833,Eastern,168
浙江省,2007,0.8844,Eastern,50
新疆维吾尔自治区,2012,0.8851,Western,32
吉林省,2014,0.8853,Central,69
内蒙古自治区,2016,0.8853,Central,37
吉林省,2008,0.8854,Central,146
内蒙古自治区,2014,0.8858,Central,18
浙江省,2005,0.8867,Eastern,50
江苏省,2011,0.8867,Eastern,46
安徽省,2008,0.8868,Central,294
江苏省,2011,0.887,Eastern,121
辽宁省,2018,0.887,Eastern,229
福建省,2018,0.8872,Eastern,3
广西壮族自治区,2018,0.8886,Eastern,39
北京市,2009,0.8887,Eastern,38
海南省,2016,0.8897,Eastern,176
山东省,2011,0.8898,Eastern,284
广西壮族自治区,2019,0.8903,Eastern,278
河北省,2006,0.8909,Eastern,108
甘肃省,2013,0.8914,Western,107
浙江省,2006,0.8918,Eastern,263
广东省,2011,0.8918,Eastern,187
四川省,2010,0.892,Western,36
福建省,2010,0.8923,Eastern,168
四川省,2006,0.8926,Western,36
福建省,2012,0.8928,Eastern,80
广西壮族自治区,2015,0.893,Eastern,144
浙江省,2012,0.8937,Eastern,263
江苏省,2007,0.8938,Eastern,170
吉林省,2013,0.894,Central,69
浙江省,2013,0.8942,Eastern,263
广东省,2016,0.8945,Eastern,8
山东省,2018,0.8947,Eastern,284
广东省,2005,0.8954,Eastern,106
黑龙江省,2017,0.8959,Central,27
内蒙古自治区,2008,0.8964,Central,59
山东省,2012,0.8964,Eastern,284
黑龙江省,2012,0.8968,Central,297
山东省,2013,0.897,Eastern,9
广西壮族自治区,2017,0.897,Eastern,39
广西壮族自治区,2012,0.8974,Eastern,153
安徽省,2019,0.8976,Central,188
安徽省,2014,0.8978,Central,188
四川省,2007,0.898,Western,105
河南省,2006,0.8983,Central,238
甘肃省,2010,0.8988,Western,68
江苏省,2014,0.8989,Eastern,272
山东省,2010,0.899,Eastern,284
广西壮族自治区,2014,0.899,Eastern,153
广东省,2015,0.8999,Eastern,222
安徽省,2008,0.9012,Central,91
湖南省,2017,0.9016,Central,101
广东省,2015,0.9017,Eastern,8
安徽省,2007,0.9019,Central,33
安徽省,2006,0.9026,Central,91
海南省,2012,0.9029,Eastern,176
山东省,2016,0.9035,Eastern,284
广西壮族自治区,2016,0.9036,Eastern,96
广西壮族自治区,2016,0.9039,Eastern,278
江西省,2011,0.9045,Central,7
广西壮族自治区,2017,0.905,Eastern,278
安徽省,2010,0.9053,Central,91
广东省,2005,0.9058,Eastern,26
四川省,2017,0.9071,Western,242
陕西省,2018,0.9074,Western,109
安徽省,2009,0.9076,Central,51
安徽省,2005,0.9077,Central,92
黑龙江省,2014,0.9079,Central,49
山东省,2013,0.9083,Eastern,284
上海市,2018,0.9083,Eastern,6
黑龙江省,2005,0.9084,Central,72
黑龙江省,2010,0.9084,Central,72
吉林省,2016,0.9084,Central,69
陕西省,2011,0.909,Western,109
四川省,2019,0.9096,Western,116
甘肃省,2007,0.9097,Western,281
广东省,2017,0.9097,Eastern,11
福建省,2017,0.9101,Eastern,3
江苏省,2011,0.9102,Eastern,100
广东省,2013,0.9104,Eastern,187
安徽省,2008,0.9107,Central,51
上海市,2010,0.911,Eastern,6
河北省,2018,0.911,Eastern,108
辽宁省,2016,0.9111,Eastern,164
福建省,2005,0.9112,Eastern,168
陕西省,2013,0.9116,Western,83
河南省,2010,0.912,Central,238
山东省,2017,0.9121,Eastern,284
陕西省,2014,0.9122,Western,159
山西省,2010,0.9141,Central,141
河南省,2008,0.9142,Central,57
江苏省,2010,0.9143,Eastern,121
上海市,2013,0.9151,Eastern,6
四川省,2006,0.9153,Western,116
四川省,2007,0.9158,Western,116
河北省,2014,0.9165,Eastern,165
河北省,2017,0.9165,Eastern,165
广西壮族自治区,2019,0.9175,Eastern,39
山东省,2012,0.9176,Eastern,227
云南省,2005,0.9179,Western,17
湖北省,2019,0.9179,Central,156
黑龙江省,2006,0.9186,Central,72
广东省,2011,0.9189,Eastern,126
山东省,2014,0.9189,Eastern,284
浙江省,2014,0.919,Eastern,263
山东省,2015,0.9191,Eastern,284
吉林省,2009,0.92,Central,146
江苏省,2010,0.92,Eastern,46
广东省,2010,0.92,Eastern,152
江苏省,2006,0.9202,Eastern,170
广东省,2014,0.9204,Eastern,8
江西省,2013,0.922,Central,7
福建省,2019,0.9224,Eastern,168
广东省,2012,0.9229,Eastern,126
海南省,2011,0.9236,Eastern,176
湖南省,2019,0.9239,Central,158
湖南省,2011,0.9245,Central,101
河北省,2015,0.9256,Eastern,165
江苏省,2015,0.9265,Eastern,272
海南省,2019,0.9268,Eastern,176
河北省,2019,0.9269,Eastern,108
辽宁省,2013,0.9277,Eastern,73
浙江省,2015,0.9277,Eastern,16
山东省,2008,0.9282,Eastern,195
江苏省,2019,0.929,Eastern,206
山东省,2007,0.9291,Eastern,9
四川省,2014,0.9293,Western,218
湖南省,2007,0.9305,Central,274
山西省,2009,0.9307,Central,141
广东省,2009,0.9307,Eastern,152
广东省,2012,0.9308,Eastern,11
江苏省,2009,0.9315,Eastern,206
山东省,2010,0.9317,Eastern,77
河北省,2005,0.9324,Eastern,165
陕西省,2010,0.9328,Western,109
山东省,2008,0.9336,Eastern,9
山东省,2009,0.9339,Eastern,284
安徽省,2013,0.9342,Central,188
浙江省,2011,0.9347,Eastern,263
辽宁省,2010,0.935,Eastern,73
福建省,2014,0.9353,Eastern,168
广西壮族自治区,2013,0.9362,Eastern,96
陕西省,2018,0.9365,Western,61
安徽省,2006,0.9373,Central,24
四川省,2016,0.9374,Western,87
山东省,2019,0.9377,Eastern,284
广东省,2011,0.9383,Eastern,152
上海市,2016,0.9401,Eastern,6
湖南省,2006,0.9405,Central,274
四川省,2015,0.9408,Western,218
湖南省,2016,0.9409,Central,101
内蒙古自治区,2011,0.9413,Central,59
福建省,2013,0.9419,Eastern,80
河南省,2008,0.9422,Central,238
海南省,2014,0.9424,Eastern,176
广西壮族自治区,2005,0.9426,Eastern,278
广东省,2019,0.9428,Eastern,23
安徽省,2007,0.9432,Central,294
江苏省,2011,0.9441,Eastern,170
浙江省,2006,0.945,Eastern,16
吉林省,2008,0.9451,Central,69
湖南省,2009,0.946,Central,101
甘肃省,2008,0.9478,Western,281
浙江省,2009,0.949,Eastern,263
河南省,2009,0.951,Central,238
吉林省,2013,0.9513,Central,146
浙江省,2013,0.9518,Eastern,16
云南省,2005,0.9521,Western,199
广东省,2007,0.9527,Eastern,193
甘肃省,2005,0.9533,Western,86
山东省,2014,0.954,Eastern,9
吉林省,2005,0.9552,Central,273
新疆维吾尔自治区,2011,0.9556,Western,20
湖南省,2007,0.9558,Central,101
山东省,2006,0.9565,Eastern,9
广东省,2005,0.9567,Eastern,11
湖南省,2019,0.9567,Central,112
江苏省,2010,0.957,Eastern,170
四川省,2007,0.9572,Western,36
江苏省,2012,0.9577,Eastern,46
黑龙江省,2006,0.9578,Central,289
四川省,2008,0.9586,Western,42
陕西省,2014,0.9596,Western,83
湖南省,2006,0.9603,Central,101
广东省,2005,0.9606,Eastern,279
山东省,2009,0.9612,Eastern,195
广东省,2006,0.9624,Eastern,26
福建省,2006,0.9626,Eastern,80
辽宁省,2009,0.963,Eastern,164
云南省,2006,0.9635,Western,199
黑龙江省,2017,0.9635,Central,214
河北省,2013,0.9643,Eastern,165
湖南省,2015,0.9648,Central,112
广东省,2006,0.9654,Eastern,11
甘肃省,2015,0.9662,Western,86
云南省,2013,0.9664,Western,199
广东省,2011,0.9667,Eastern,11
河南省,2016,0.9672,Central,57
广东省,2011,0.9676,Eastern,106
广东省,2007,0.9681,Eastern,106
广东省,2005,0.9683,Eastern,152
广东省,2006,0.9686,Eastern,106
江苏省,2013,0.9687,Eastern,100
广东省,2008,0.969,Eastern,106
江苏省,2012,0.9703,Eastern,170
内蒙古自治区,2016,0.9706,Central,59
山东省,2015,0.9723,Eastern,9
广东省,2009,0.973,Eastern,106
江苏省,2018,0.9738,Eastern,100
广东省,2016,0.9745,Eastern,160
广东省,2018,0.9747,Eastern,279
浙江省,2005,0.9778,Eastern,263
广西壮族自治区,2014,0.9778,Eastern,96
辽宁省,2016,0.9789,Eastern,142
甘肃省,2012,0.9798,Western,107
福建省,2008,0.9799,Eastern,80
广东省,2014,0.98,Eastern,222
北京市,2006,0.9806,Eastern,38
山东省,2017,0.981,Eastern,9
江西省,2008,0.9821,Central,292
浙江省,2006,0.9833,Eastern,50
浙江省,2013,0.9833,Eastern,234
内蒙古自治区,2014,0.9833,Central,59
福建省,2019,0.9841,Eastern,3
广东省,2012,0.9857,Eastern,106
安徽省,2017,0.9861,Central,287
广东省,2012,0.987,Eastern,187
广东省,2009,0.9883,Eastern,193
江苏省,2010,0.9926,Eastern,206
湖南省,2013,0.9935,Central,112
陕西省,2006,0.9963,Western,154
江苏省,2011,0.9964,Eastern,206
湖北省,2018,0.9968,Central,282
浙江省,2014,0.9978,Eastern,234
上海市,2017,0.9989,Eastern,6
浙江省,2014,0.9999,Eastern,16
山东省,2005,1,Eastern,77
广西壮族自治区,2005,1,Eastern,144
广东省,2005,1,Eastern,222
广东省,2005,1,Eastern,8
海南省,2005,1,Eastern,176
福建省,2005,1,Eastern,191
江苏省,2005,1,Eastern,221
安徽省,2005,1,Central,24
山西省,2005,1,Central,55
陕西省,2005,1,Western,109
江西省,2005,1,Central,292
四川省,2005,1,Western,105
福建省,2005,1,Eastern,80
江苏省,2005,1,Eastern,130
甘肃省,2005,1,Western,102
湖南省,2005,1,Central,101
内蒙古自治区,2005,1,Central,18
广东省,2005,1,Eastern,181
黑龙江省,2005,1,Central,214
内蒙古自治区,2005,1,Central,259
广东省,2005,1,Eastern,193
甘肃省,2005,1,Western,107
广东省,2005,1,Eastern,126
云南省,2005,1,Western,14
陕西省,2005,1,Western,184
广东省,2005,1,Eastern,160
黑龙江省,2005,1,Central,296
贵州省,2005,1,Western,85
陕西省,2006,1,Western,109
贵州省,2006,1,Western,85
海南省,2006,1,Eastern,2
广东省,2006,1,Eastern,181
广东省,2006,1,Eastern,8
广东省,2006,1,Eastern,193
山西省,2006,1,Central,55
广东省,2006,1,Eastern,222
广西壮族自治区,2006,1,Eastern,144
吉林省,2006,1,Central,69
云南省,2006,1,Western,14
广西壮族自治区,2006,1,Eastern,96
江苏省,2006,1,Eastern,221
山西省,2006,1,Central,141
山东省,2006,1,Eastern,77
四川省,2006,1,Western,105
江苏省,2006,1,Eastern,130
甘肃省,2006,1,Western,107
广东省,2006,1,Eastern,160
黑龙江省,2006,1,Central,214
宁夏回族自治区,2006,1,Western,209
内蒙古自治区,2006,1,Central,18
海南省,2006,1,Eastern,176
福建省,2006,1,Eastern,191
内蒙古自治区,2006,1,Central,59
广东省,2006,1,Eastern,161
陕西省,2006,1,Western,184
内蒙古自治区,2006,1,Central,259
江西省,2006,1,Central,292
河北省,2006,1,Eastern,165
内蒙古自治区,2006,1,Central,19
黑龙江省,2007,1,Central,296
福建省,2007,1,Eastern,80
内蒙古自治区,2007,1,Central,59
陕西省,2007,1,Western,184
海南省,2007,1,Eastern,2
河北省,2007,1,Eastern,165
江西省,2007,1,Central,292
江苏省,2007,1,Eastern,130
内蒙古自治区,2007,1,Central,259
